video_id,date,start,text
k1lsPwMGRhM,20201224,10672,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,10744,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,10832,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,10920,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11008,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11064,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11152,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11240,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11330,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11418,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11506,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11594,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11667,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11755,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11843,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,11931,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,12019,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,12113,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions.
k1lsPwMGRhM,20201224,12201,We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. We're going to invest a lot of money in microtransactions. Are you okay? Dan Mooten? What the fuck did Dan go?
k1lsPwMGRhM,20201224,12263,Knowledge Shona Dichachara. Okay, so 16 plus... You can know the fuck. That's the minimum height. We'll probably need to make it a lot taller than that. Wait, why? You can know the fuck. I'm putting them on Spotify. The height determines how quickly it works.
k1lsPwMGRhM,20201224,12347,This is why we need to cancel all student debt. It's a social justice issue. Dentistry is the number one job in America for debt. The number one job in America for debt. I don't know anymore about any of this.
k1lsPwMGRhM,20201224,12395,You can know the fuck. How many is it? 16 of these. Oh my god, I think I can just do it. Destinys WTF, why are we not using the superior YouTube video player? I watch Keemstar. You can know the fuck.
k1lsPwMGRhM,20201224,12432,I've taken the red pill. Minecraft fans need to be kicked out of this country or put in concentration camps. Also, Ayaya wins. You really thought that was a good one? Whenever I hear Lick and all I can think of is shitting my pants.
k1lsPwMGRhM,20201224,12449,I don't know why. I'm sorry. Merry Christmas, Stephen and DJG. Three, you all it's been a crazy year, but I hope you're all having a happy holidays. You can know the fuck. Alright, you know what? Do you feel alright when you tow mash?
k1lsPwMGRhM,20201224,12478,Good one. I'd give you saw my message, but you can just have re-recaps and use motion graphic animation. Pretty much just illustrations moving around the screen the same way Hearthstone does their trailers so you can keep the cute art you like over some voice work.
k1lsPwMGRhM,20201224,12499,You can know the fuck. Okay, cool. Did you order the food yet? I know. Wait, she knows Dintai Fung closes at 3.30, right? No. What, Mooten? That's what I thought. If you're not going to come out and say it.
k1lsPwMGRhM,20201224,12560,I thought I will say it. Dann, Badd. What did you just say? You heard him. You called me fat? That's what I heard that you called me fat. You think that's okay to do? You miss her. You miss her.
k1lsPwMGRhM,20201224,12585,I know you can't say bad things about a Twitch partner. I can, actually. I will if I wanted to. What are you looking for, Mel? Why? What are you doing? You're going to get trafficked. Goodbye, Mel. Maybe you're going to be a maid or something in another country against your will for the rest of your life.
k1lsPwMGRhM,20201224,12623,What the fuck did I come back to? Oh Oh What Oh no way this should be an advanced mouse. Oh fuck. Why did I break that? Is it still working? Yeah, Christ. What number is this? Did you ever play Delta room?
k1lsPwMGRhM,20201224,12653,No, I didn't. Wasn't I good? It was fun. It's just like a Less done Okay, Grimmer Okay Wait, did that come out like for real? I thought it was just like chapter one or something. It was like chapter one. Oh
k1lsPwMGRhM,20201224,12672,Whatever this start. I was gonna say I thought I didn't think I could possibly miss that when I fully drops Okay, Grimmer What do you say? You can know fuck take the hypnoporn pill The what pill Hypnotorn The fuck is hypnotorn. Oh, dude. What the fuck you don't know what hypnotorn is
k1lsPwMGRhM,20201224,12701,It's a badass is fuck dude Just like little little pixel art gift girls getting hypnotized and have masturbating from the computer I can't believe you don't know about this new fad You're not Oh as somewhat of a Pokemon, you know speedrunner and
k1lsPwMGRhM,20201224,12727,The what's the word expert now? Just like to say that no one gives a fuck about the story in Pokemon whatsoever And they need to stop adding fucking hour-long dialogues that shit-ass game true What if you know you know I
k1lsPwMGRhM,20201224,12749,Actually love the story in Pokemon. Yeah. Yeah Name the rival Gary. Oh, it's No Gary Oak. Yeah, Professor Oak Sun. Yeah, it's not really okay. Well and red. It's actually just blue isn't it? I'm also gonna say this
k1lsPwMGRhM,20201224,12777,The ye moats are just substitute and shitty Pepe emotes. I Said it Now we get to watch Mr. Moon gripped back to the but I like ye I like ye. I'm just saying that he didn't get a fair shake on the emotes
k1lsPwMGRhM,20201224,12795,No, I agree Moon. I despise you with all my being but at least Not just copy existing ones really you just kind of copied Pepe Whereas ye should get his own emos. He should get his own feelings and you know everybody laughs
k1lsPwMGRhM,20201224,12809,What do you mean is he or we're not out of not at a lot of you laughing now? You laugh is very good. That's the only one though. Okay. What what ones are bad? Okay One sec the new ye is garbage. I like the old ye. I don't like the Christmas ye. I said it
k1lsPwMGRhM,20201224,12826,Feels peak man and peak mods are the same exact emotion So I actually didn't know that they were two different emotes. Well, it's they're literally the same. It's subtle Subtile but yes So those both are shit or sorry one of them is fine. I guess however
k1lsPwMGRhM,20201224,12845,It's just copying Pepe mods, but we don't need feels peak man and peak mods We could have different emotes, you know different emotions Maybe a Chad fucking dinosaur You know is what we should have painfully white right now, but Jesus. Oh wait
k1lsPwMGRhM,20201224,12861,We're being white something wrong with hold on just scrub king. Okay, it's something wrong with being white Steven When you're not actually white. Yeah, fine, then I'm not white. What am I white or am I not white pick it?
k1lsPwMGRhM,20201224,12873,Well, and I'll stick to it Sorry Why would you apologize to him about your whiteness? I'm not a false anything anybody Why did you bring him to the conversation like that? Because he was kind of cut off by me
k1lsPwMGRhM,20201224,12894,Okay, and Where's Danette what Dan it's called a duty time I've been playing all day today actually prove it. Yeah, are you any good yet? No, I am washed right now You were never like never unwashed they integrate integrated like
k1lsPwMGRhM,20201224,12918,Cold war guns so like there's people running around with like a Mac 10 and some DMR. That's like but destroying people I would have a little order for food. Hold on one second I didn't have the heart to tell them down, but I gotta leave soon. Oh, yeah, yeah, we're gonna go to I'm gonna go to a
k1lsPwMGRhM,20201224,12944,A Japanese restaurant Oh, what I was gonna say is that there's plenty of emotes Like from twitch that we still have in dgg and I feel like you should have taken those rather than just copy Yeah, I agree with you. You just kind of copied Pepe whereas as a year. I don't think that's something you would do
k1lsPwMGRhM,20201224,12976,I feel like we got some Pepeers Who are in charge of the emotes? I think you would you know make his own style. Oh, yeah Yeah And I hope that the average year can you know if you don't agree with what I'm saying at least you can respect
k1lsPwMGRhM,20201224,12989,And I'm trying to speak out At the very least you can respect it. Oh Wait, what is that? Oh you jams that one is good How much longer is it supposed to be end of the year the Olympic shit
k1lsPwMGRhM,20201224,13015,I don't remember But the whole point of the alternate emo to the people don't want to use the Pepe ones anymore Then why are the Pepe ones still the most used? Because there's a lot of Disgusting and sad and fucking pathetic Pepe people that are holding on you ready
k1lsPwMGRhM,20201224,13035,The Pepe emote in destiny.g is our version of the Confederate flag What what I said it I don't know What What It's their heritage Stephen They lost the war they raised with that emo it means something else than just the war
k1lsPwMGRhM,20201224,13085,First of all that emotes only been around like four years, okay Pepe the characters been around longer than yeh I guess over Russell has been around the beginning. Yeah We have an emote right now that represents dgg chat and that's yeh
k1lsPwMGRhM,20201224,13100,No, the Confederate flag in dg is definitely this let me tell you what I'll DM it. I already know what it is over Russell Yeah, that's the that is the dg Confederate flag. That's a that's true That's actually super true. Yeah
k1lsPwMGRhM,20201224,13120,No, it's you Oh, it's you now. Oh, I mean, oh you're saying ye's the Confederate flag. I would agree with that. Yeah Yeah, if you know what the Confederate flag is you've been around for a while indeed Gee
k1lsPwMGRhM,20201224,13150,I mean the incredibly hard pill to swallow for all ye supporters is that they only exist in opposition to Pepe It's not true I mean if anything the even the new emotes prove that We just want to give Pepe people a way to integrate over to the east side so they have ways to express themselves
k1lsPwMGRhM,20201224,13175,Yeah, but Pepe invented those ways of expressing themselves like come up with Pepe invented truly Independent they would be able to come up with their ways of expressing emotion Pepe invented the laughing Yes, yeah, yeah, he did now what? Oh in deliberl
k1lsPwMGRhM,20201224,13200,I would say that emote culture in general is probably due to Pepe the character easily The emote meta did not become what it is today without like peepo and Pepe and all those characters Christ, imagine me miss erigae are all Pepe people this arrogant guys
k1lsPwMGRhM,20201224,13216,Well, I always like that. I'm an ooh, okay. I'm a oh my god Okay, never mind if moods on my side of the argument like third party voter never mind Get me out. Oh, and ye get along They do
k1lsPwMGRhM,20201224,13232,The olympics that's what it's going to be called. We'll host it. That's fine. We don't have a dog in the race between the Pepe's and the ease Uh now we can all go against I think all sides can come together and say fuck the weaves and we don't want more weebima
k1lsPwMGRhM,20201224,13257,Is that true Pepe and years can we agree and it works? Oh My god, I built the wrong thing. I Think we should keep one weeb emote so that there's like sort of like an identifying that yeah, yeah
k1lsPwMGRhM,20201224,13272,Actually, I'm yeah, I'm happy because when it's offline chat and people do not say for work links if I see that Oh, yeah, yeah, yeah, yeah, cute cine. I'm like nope. Not clicking this. I know there's nothing for me behind this
k1lsPwMGRhM,20201224,13284,Cutes any I'm never clicking that emote. That's for goddamn sure Wait, can we not make solar panels in this mod back Wait, I could have sworn there's a solar panel thing I Fuck green energy I was thinking before there should be like you could make a
k1lsPwMGRhM,20201224,13318,Extension for chrome that whenever a link in chat has a not safe or work tab Tag The extension would go and click it silently in the background that analyze the colors of the image To determine if it was an anime style image and then if it was it would just completely remove the the link from your chat
k1lsPwMGRhM,20201224,13336,So you can have instantaneously. Yeah, exactly censoring yourself based Uh cake got a new cat everybody christmas dam. Yeah, add that person to the ignore link list for a future not safe work links Why name shouldn't get more than one emote per message? I said it say it again set it before
k1lsPwMGRhM,20201224,13370,Weeps out The real take is it white name should not be able to use cheapie desk. I think I'm a white name right now. So uh, yeah, I Have a bad white name right now, so But we're part of the dark triad podcast
k1lsPwMGRhM,20201224,13392,Yeah, but mr. Ritten's like or sorry, uh, rtba is like messaging me saying if I don't pay him $500. He's gonna leave it like this now Uh, no, I'm not separating those brother cats actually I think those two got adopted
k1lsPwMGRhM,20201224,13409,But I did get a hold on the other cat that I liked. Um, so I'm gonna be getting Well, their current names are velcro and Nero right now, but I will be changing their names So what whatever happened to the uh that bonded pair that you fucked up someone else. I didn't fuck them up
k1lsPwMGRhM,20201224,13424,Someone else adopted, uh, at least one of them. I don't know if they adopted both You guys hear what happened with that? Nothing happened with that you dumb bastard. They weren't even bonded They were bonded like no, they were not bonded. They were not a bonded pair. I asked the lady and she said no, no, no
k1lsPwMGRhM,20201224,13443,They're very uh, they're very separated. They're just chilling. Oh, yeah, I don't know No, no, so mr. Mone goes into this fucking cat pound Lying they're gonna leave you're lying. You're lying He goes to adopt he goes to adopt a one of a bond or something
k1lsPwMGRhM,20201224,13457,I didn't go to adopt anything because I can't even get the cat till the night he's so now you're lying He's mr. Moon is telling half the truth. He did not adopt one that is true But what he didn't tell you is that when he went in he placed a reserve on one of them and when he went back to say okay
k1lsPwMGRhM,20201224,13472,I don't want to adopt it. I'm gonna split him up. The other one already been adopted out Oh, yeah Yeah, just this is fake news Do you think on some level weep sound uh, senate republicans secretly wish that trump didn't actually get elected for those four years
k1lsPwMGRhM,20201224,13510,Uh-huh The best emote is cup crab slash cup crab in five slash four slash three slash two slash one pulling out at your nose here is Simultaneously one of the most painful things you can do to yourself and also one of the best things you can do
k1lsPwMGRhM,20201224,13531,It's not bad, but it's not good. No, I don't know dude. It's it's quite bad, but also quite awesome This is different than than a certain thing. It's amazing and also the worst thing at once Quite bad and quite good
k1lsPwMGRhM,20201224,13547,I never understood it, but sometimes you get a nose head. It's too long. You just gotta grab it You grab it and then at first you give it a little tug. It's very painful But man a good tug and all of a sudden that just went straight through your brain
k1lsPwMGRhM,20201224,13560,Do you guys ever get eyelashes that are really long and just white? Does it happen to anyone else? It's happens once every few months that I'll like go to the mirror and I'll have a super long eyelash She's fucking white. I don't know why
k1lsPwMGRhM,20201224,13581,Yes, except not white I guess it's gray rather than white Okay, what the fuck am I supposed to do with this thing? Do I pipe water into here? Weeps and All right, I'm out of here. Go get ready. We're gonna go to a Japanese restaurant
k1lsPwMGRhM,20201224,13606,Wait, you guys are both going to a Japanese restaurant? Dan's not fun. Where are you going? I don't want to send a name but a Japanese restaurant. I mean like who you went? Oh salsa and then someone named Jeff
k1lsPwMGRhM,20201224,13619,Enjoy hope you have a good Christmas It's not Christmas yet. Yeah, I like saying Merry Christmas on Christmas Eve. I like saying happy holidays Just kidding. At least a happy holidays to a friend or a public Wait, are these things making noise?
k1lsPwMGRhM,20201224,13636,Wait, what is going on? What are you guys doing right now? Am I fucking Weeps out Thank you for the 58 euros Ben MC Wait, so it's mitten gone Yeah I'm gonna miss that brave young man So did someone give you 50 lamb sandwiches?
k1lsPwMGRhM,20201224,13658,What? You said someone give you 50 euros Yeah, it's somewhere I don't under 50 euros They have to ziki on them I don't know anti-papandera and her santan mr. Mouton is so fake That's why Dan's sorry for orbiter of the year. Okay. Wait. Hold on. There are like three really big donations one second
k1lsPwMGRhM,20201224,13680,Some guy donated 50 pounds and then that same guy later donated 200 pounds And then another guy donated 99 99 Saying weeps in weeps in weeps in weeps out. Thank you guys Are they gonna be IRL Disneyland streams? We'll see can I pipe water in through a valve am I able to do that?
k1lsPwMGRhM,20201224,13698,If you have enough pressure, yes doesn't look like it Yeah You have to use mechanism okay these pipes are shit then fuck these pipes basic mechanical pipe Okay Are you gonna be on scuppt? Um, probably not. I love them, but I don't think I want to do the
k1lsPwMGRhM,20201224,13757,Like six hour vlogs tonight Oh fuck that works Oh, it's just working well, that's easy Okay Christ backing up induction cell lithium What do we do Brine how does brine make liquid lithium? You need another tower to turn oh my god, you see okay wait so then this was stupid wait
k1lsPwMGRhM,20201224,13822,does making this taller make it actually go faster or does it just um um let it hold more It needs a resistive heater to go faster Production is 1.04 megabuckets per tick Let's see what happens we break it
k1lsPwMGRhM,20201224,13865,All right how fast does it go? 0.28 megabuckets per tick Miller buckets I think not megabuckets sorry Okay so being taller does make it go faster Okay we need one more thing Hey dusty I'm currently somebody who participate in make a wish my only wish
k1lsPwMGRhM,20201224,13896,for you to log off this dog shit game wow intro well Damn your mortality shit information and if you're dead with the next 12 hours I'll log off just for you otherwise gift fuck God damn it I'm out of steel oh no steel ingots
k1lsPwMGRhM,20201224,13920,Do I have coke dust please tell me I'm coke dust oh I got so much coke dust okay Give a big snorter that shit what do you mean by that coke coke okay coke okay okay okay okay okay okay okay okay okay okay okay okay okay okay okay
k1lsPwMGRhM,20201224,13956,okay I'm gonna kill myself if I make another bad joke I'm gonna go you video game shit you guys have a good night merry Christmas no talk to you soon How do you feel about the sanctions on trying to be just proposed um I don't know don't
k1lsPwMGRhM,20201224,13974,care fuck Trump wait till lose see what happens are you here Dan yeah you want to go play some cyberpunk so we're saying fuck off I think we've talked about this before um potentially a scary thought do you ever wonder what if what if we've actually figured out like basically
k1lsPwMGRhM,20201224,14000,everything in terms of like physics what if we've actually all basically solved things and this is it but there's so much we don't know like what um like dark matter yeah what if there's like a lot of dark matter and that's just like what's
k1lsPwMGRhM,20201224,14017,contributing to like the expansion of the universe but there's not like really anything we can like do with that information we're gonna use it to do any cool shit or anything I don't know you know it's scary your thought just to remind the least popular hall olive
k1lsPwMGRhM,20201224,14048,tuba gets twice as many views as you do merry christmas dgg smiley face bonus meme pep a steer okay um sorry there's a pedophile don't I mean what were you saying I was gonna say you know what the scarier thought what's the scarier thought what about if trump actually is the messiah trying
k1lsPwMGRhM,20201224,14067,to drain the swamp and a bunch of evil democrats are actually rigging the vote against it I thought about that you know I think about that pretty often like is it possible that I'm the one who's confused in the last yep
k1lsPwMGRhM,20201224,14082,yeah destiny this is the best music piece of content to come out of your um hey let me just tell you okay oh true wait I thought my one video would get 200k views did it hold on the one lady
k1lsPwMGRhM,20201224,14117,what's that 181 yeah yeah I feel like the next real shit fuck physics okay who said fuck who famously said physics is solved is that around Einstein there was a there's a physicist that was like yeah physics is done we're basically figured it all out I think it was
k1lsPwMGRhM,20201224,14142,before it relativity no no I think it was after relativity but before qm somebody was like physics is done I think physics is done all of our new fucking all of our new research needs to be into a biology and shit well physics students are going to tip their head and say oh that's just
k1lsPwMGRhM,20201224,14160,applied physics well that's fine but then let's apply physics and do biology for the past four years on this channel I have a must profound moment in gaming history oh boy made videos on various topics is that kernel oh wait we can't spoil because we're actually gonna
k1lsPwMGRhM,20201224,14197,play this camera gray you gonna fuck is it metal gear solid one or two as well in terms of which one is more profound no the the charity goal I'm a 20 on two and probably three hopefully but definitely oh stop adding
k1lsPwMGRhM,20201224,14231,more it's gonna make it less likely to have to is so fucking relevant right now it's unbelievably relevant it is it's actually a big video right just be crazy enough that like he accidentally got it right but when he got it right holy shit oh my god people are gonna be watching
k1lsPwMGRhM,20201224,14249,how do they sell to anything like what the fuck impossible do you play wasteland 3 on supreme drug wasteland 3 was actually a really fun game but that game I know that I say like I do stuff I want to do and I don't do it for the viewers right but there
k1lsPwMGRhM,20201224,14266,are some games that will like the hit is too much and that game was one of them okay but wasteland is really fun um I thought that was a really game if anybody wants to play like a Final Fantasy
k1lsPwMGRhM,20201224,14277,tactics esque gamer whatever I recommend always and I thought it was a game Lord Kelvin was the one who said physics was time guy okay Hades won a ton of game of the year awards this year and gamer was a little bit how many readers
k1lsPwMGRhM,20201224,14295,tries towards loss was to his one loss was to is supposed to be good um Hades was just unimaginably polished and in an era where every game is like fucking alpha pre-alpha like fucked and everything like I can appreciate that
k1lsPwMGRhM,20201224,14314,the voice acting for Hades was really really good too I want to know what fucking like human sacrifice super giant had to make everything they put out has been fucking 10 out of 10 and I don't understand what other games have they done uh they did bastion not ever many I know yeah okay yeah
k1lsPwMGRhM,20201224,14335,yeah it's insane did one message was no pyre was still good even the fucking sports game that destiny after checking out how stupid these two are Trump demands to the convo couch oh boy it's 2020 and we expect a lot of shit but I don't know
k1lsPwMGRhM,20201224,14372,if we expected Trump to out left the left or out or oh my god oh these people unironically carrying republican propaganda lines hurts me so much it hurts so much I thought it was bad and people fell for the Tucker Carlson ship another falling for Trump shit
k1lsPwMGRhM,20201224,14397,only 668 views I looked like they it was just posted it's like a 30 thousand sub-channel yeah yeah 34 thousand sub-channel yeah crazy that it's the lefty setting with a fashies now huh huh weirdo that works though the crazy thing to me is how long people rightfully made fun of
k1lsPwMGRhM,20201224,14425,conservatives for saying that anything the government does is socialism like the classic name of socialism is when the government does things but now Trump handing out bigger checks is now apparently an actual fucking leftist movement I don't understand how you can reconcile those
k1lsPwMGRhM,20201224,14457,the horseshoe is materializing every day guys what am I doing oh we're making one of these dumbass blocks no I didn't mean to make 64 whatever what's your pickaxe made out of dude a whole bunch of shit okay
k1lsPwMGRhM,20201224,14484,I'm too advanced in this mod pack for you to be asking me questions about tinkers all right
